header,class,gene,mechanism,group
gb|CAF29483.1|ARO:3002653|APH(3')-VIb_[Alcaligenes_faecalis]_,aminoglycoside_antibiotic,APH(3')-VIb,antibiotic_inactivation,APH(3')
gb|CAA30578.1|ARO:3002652|APH(3')-VIa_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,APH(3')-VIa,antibiotic_inactivation,APH(3')
gb|AAB21326.1|ARO:3002651|APH(3')-Vc_[Micromonospora_chalcea]_,aminoglycoside_antibiotic,APH(3')-Vc,antibiotic_inactivation,APH(3')
gb|AAC32025.1|ARO:3002650|APH(3')-Vb_[Streptomyces_ribosidificus]_,aminoglycoside_antibiotic,APH(3')-Vb,antibiotic_inactivation,APH(3')
gb|AAA26699.1|ARO:3002649|APH(3')-Va_[Streptomyces_fradiae]_,aminoglycoside_antibiotic,APH(3')-Va,antibiotic_inactivation,APH(3')
gb|CAA27061.1|ARO:3002648|APH(3')-IVa_[Bacillus_circulans]_,aminoglycoside_antibiotic,APH(3')-IVa,antibiotic_inactivation,APH(3')
gb|AGV10830.1|ARO:3002647|APH(3')-IIIa_[Campylobacter_coli_CVM_N29710]_,aminoglycoside_antibiotic,APH(3')-IIIa,antibiotic_inactivation,APH(3')
gb|ADQ43421.1|ARO:3002646|APH(3')-IIc_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic,APH(3')-IIc,antibiotic_inactivation,APH(3')
gb|CAA62365.1|ARO:3002645|APH(3')-IIb_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,APH(3')-IIb,antibiotic_inactivation,APH(3')
gb|CAA23892.1|ARO:3002644|APH(3')-IIa_[Escherichia_coli]_,aminoglycoside_antibiotic,APH(3')-IIa,antibiotic_inactivation,APH(3')
gb|AAA26412.1|ARO:3002642|APH(3')-Ib_[Plasmid_RP4]_,aminoglycoside_antibiotic,APH(3')-Ib,antibiotic_inactivation,APH(3')
gb|CAE51638.1|ARO:3002641|APH(3')-Ia_[Serratia_marcescens]_,aminoglycoside_antibiotic,APH(3')-Ia,antibiotic_inactivation,APH(3')
gb|ABC68330.1|ARO:3002640|APH(3'')-Ic_[Mycolicibacterium_fortuitum]_,aminoglycoside_antibiotic,APH(3'')-Ic,antibiotic_inactivation,APH(3'')
gb|ABK33456.1|ARO:3002639|APH(3'')-Ib_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,APH(3'')-Ib,antibiotic_inactivation,APH(3'')
gb|CAA37605.1|ARO:3002638|APH(3'')-Ia_[Streptomyces_griseus]_,aminoglycoside_antibiotic,APH(3'')-Ia,antibiotic_inactivation,APH(3'')
gb|AAC14693.1|ARO:3002637|APH(2'')-IVa_[Enterococcus_casseliflavus]_,aminoglycoside_antibiotic,APH(2'')-IVa,antibiotic_inactivation,APH(2'')
gb|AAB49832.1|ARO:3002636|APH(2'')-IIIa_[Enterococcus_gallinarum]_,aminoglycoside_antibiotic,APH(2'')-IIIa,antibiotic_inactivation,APH(2'')
gb|AAK63040.1|ARO:3002635|APH(2'')-IIa_[Escherichia_coli]_,aminoglycoside_antibiotic,APH(2'')-IIa,antibiotic_inactivation,APH(2'')
gb|AAX38178.1|ARO:3002634|APH(2'')-Ie_[Enterococcus_casseliflavus]_,aminoglycoside_antibiotic,APH(2'')-Ie,antibiotic_inactivation,APH(2'')
gb|AGW81558.1|ARO:3002631|spd_[Staphylococcus_aureus]_,aminoglycoside_antibiotic,spd,antibiotic_inactivation,ANT(9)
gb|CAA26428.1|ARO:3002630|ANT(9)-Ia_[Staphylococcus_aureus]_,aminoglycoside_antibiotic,ANT(9)-Ia,antibiotic_inactivation,ANT(9)
gb|CBH51824.1|ARO:3002629|ANT(6)-Ib_[Campylobacter_fetus_subsp._fetus]_,aminoglycoside_antibiotic,ANT(6)-Ib,antibiotic_inactivation,ANT(6)
gb|AAU10334.1|ARO:3002628|aad(6)_[Streptococcus_oralis]_Partial,aminoglycoside_antibiotic,aad(6),antibiotic_inactivation,ANT(6)
gb|CAB14620.1|ARO:3002627|aadK_[Bacillus_subtilis_subsp._subtilis_str._168]_,aminoglycoside_antibiotic,aadK,antibiotic_inactivation,ANT(6)
gb|AHE40557.1|ARO:3002626|ANT(6)-Ia_[Exiguobacterium_sp._S3-2]_,aminoglycoside_antibiotic,ANT(6)-Ia,antibiotic_inactivation,ANT(6)
gb|AAM76670.1|ARO:3002625|ANT(4')-IIb_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,ANT(4')-IIb,antibiotic_inactivation,ANT(4')
gb|AAA25717.1|ARO:3002624|ANT(4')-IIa_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,ANT(4')-IIa,antibiotic_inactivation,ANT(4')
gb|AAO83986.1|ARO:3002623|ANT(4')-Ia_[Bacillus_clausii]_,aminoglycoside_antibiotic,ANT(4')-Ia,antibiotic_inactivation,ANT(4')
gb|CAJ32491.1|ARO:3002622|aadA6/aadA10_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA6/aadA10,antibiotic_inactivation,ANT(3'')
gb|ABG72894.1|ARO:3002621|aadA24_[Salmonella_enterica_subsp._enterica_serovar_Newport]_,aminoglycoside_antibiotic,aadA24,antibiotic_inactivation,ANT(3'')
gb|CAH10847.1|ARO:3002620|aadA23_[Salmonella_enterica_subsp._enterica_serovar_Agona]_,aminoglycoside_antibiotic,aadA23,antibiotic_inactivation,ANT(3'')
gb|CAK12750.1|ARO:3002619|aadA22_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium]_,aminoglycoside_antibiotic,aadA22,antibiotic_inactivation,ANT(3'')
gb|AAN87151.1|ARO:3002618|aadA21_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium]_,aminoglycoside_antibiotic,aadA21,antibiotic_inactivation,ANT(3'')
gb|ACK43806.1|ARO:3002617|aadA17_[Aeromonas_media]_,aminoglycoside_antibiotic,aadA17,antibiotic_inactivation,ANT(3'')
gb|ACF17980.1|ARO:3002616|aadA16_[Escherichia_coli]_,aminoglycoside_antibiotic,aadA16,antibiotic_inactivation,ANT(3'')
gb|ABD58917.1|ARO:3002615|aadA15_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA15,antibiotic_inactivation,ANT(3'')
gb|CAI57696.1|ARO:3002614|aadA14_[Pasteurella_multocida]_,aminoglycoside_antibiotic,aadA14,antibiotic_inactivation,ANT(3'')
gb|ABW91178.1|ARO:3002613|aadA13_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA13,antibiotic_inactivation,ANT(3'')
gb|ACJ47200.1|ARO:3002612|aadA12_[Escherichia_coli]_,aminoglycoside_antibiotic,aadA12,antibiotic_inactivation,ANT(3'')
gb|AAV32840.1|ARO:3002611|aadA11_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA11,antibiotic_inactivation,ANT(3'')
gb|ABG49324.1|ARO:3002609|aadA9_[Corynebacterium_sp._L2-79-05]_,aminoglycoside_antibiotic,aadA9,antibiotic_inactivation,ANT(3'')
gb|AAN41439.1|ARO:3002608|aadA8_[uncultured_bacterium]_,aminoglycoside_antibiotic,aadA8,antibiotic_inactivation,ANT(3'')
gb|BAD00739.1|ARO:3002607|aadA7_[Vibrio_fluvialis]_,aminoglycoside_antibiotic,aadA7,antibiotic_inactivation,ANT(3'')
gb|CAJ32504.1|ARO:3002606|aadA6_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,aadA6,antibiotic_inactivation,ANT(3'')
gb|AAF17880.1|ARO:3002605|aadA5_[Escherichia_coli]_,aminoglycoside_antibiotic,aadA5,antibiotic_inactivation,ANT(3'')
gb|AAN34365.1|ARO:3002604|aadA4_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,aadA4,antibiotic_inactivation,ANT(3'')
gb|AAC14728.1|ARO:3002603|aadA3_[Plasmid_NR79]_,aminoglycoside_antibiotic,aadA3,antibiotic_inactivation,ANT(3'')
gb|AAF27727.1|ARO:3002602|aadA2_[Klebsiella_pneumoniae]_,aminoglycoside_antibiotic,aadA2,antibiotic_inactivation,ANT(3'')
gb|AAO49597.1|ARO:3002601|aadA_[Escherichia_coli]_,aminoglycoside_antibiotic,aadA,antibiotic_inactivation,ANT(3'')
gb|AAL82588.1|ARO:3002600|AAC(3)-Ib/AAC(6')-Ib''_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-Ib/AAC(6')-Ib'',antibiotic_inactivation,AAC(3);AAC(6')
gb|CAE48335.2|ARO:3002599|AAC(6')-30/AAC(6')-Ib'_fusion_protein_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-30/AAC(6')-Ib',antibiotic_inactivation,AAC(6')
gb|AAL51021.2|ARO:3002598|ANT(3'')-Ii-AAC(6')-IId_fusion_protein_[Serratia_marcescens]_,aminoglycoside_antibiotic,ANT(3'')-Ii-AAC(6')-IId,antibiotic_inactivation,AAC(6');ANT(3'')
gb|AAA88548.1|ARO:3002597|AAC(6')-Ie-APH(2'')-Ia_[Staphylococcus_aureus]_,aminoglycoside_antibiotic,AAC(6')-Ie-APH(2'')-Ia,antibiotic_inactivation,AAC(6');APH(2'')
gb|AAD46626.1|ARO:3002596|AAC(6')-IIc_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-IIc,antibiotic_inactivation,AAC(6')
gb|AAA25680.1|ARO:3002595|AAC(6')-IIb_[Pseudomonas_fluorescens]_,aminoglycoside_antibiotic,AAC(6')-IIb,antibiotic_inactivation,AAC(6')
gb|AAM92464.1|ARO:3002594|AAC(6')-IIa_[Salmonella_enterica_subsp._enterica_serovar_Typhi]_,aminoglycoside_antibiotic,AAC(6')-IIa,antibiotic_inactivation,AAC(6')
gb|BAD11815.1|ARO:3002593|AAC(6')-Ib-SK_[Streptomyces_kanamyceticus]_,aminoglycoside_antibiotic,AAC(6')-Ib-SK,antibiotic_inactivation,AAC(6')
gb|ACL37342.1|ARO:3002592|AAC(6')-Ib-Hangzhou_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,AAC(6')-Ib-Hangzhou,antibiotic_inactivation,AAC(6')
gb|ABU55430.1|ARO:3002591|AAC(6')-Ib-Suzhou_[Enterobacter_cloacae]_,aminoglycoside_antibiotic,AAC(6')-Ib-Suzhou,antibiotic_inactivation,AAC(6')
gb|CAE50926.1|ARO:3002590|AAC(6')-Iih_[Enterococcus_durans]_,aminoglycoside_antibiotic,AAC(6')-Iih,antibiotic_inactivation,AAC(6')
gb|CAE50925.1|ARO:3002589|AAC(6')-Iid_[Enterococcus_hirae]_,aminoglycoside_antibiotic,AAC(6')-Iid,antibiotic_inactivation,AAC(6')
gb|AAP43642.1|ARO:3002588|AAC(6')-I30_[Salmonella_enterica_subsp._enterica_serovar_Agona]_,aminoglycoside_antibiotic,AAC(6')-I30,antibiotic_inactivation,AAC(6')
gb|AEZ05106.1|ARO:3002587|AAC(6')-33_[Escherichia_coli]_,aminoglycoside_antibiotic,AAC(6')-33,antibiotic_inactivation,AAC(6')
gb|ABR10839.1|ARO:3002586|AAC(6')-32_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-32,antibiotic_inactivation,AAC(6')
gb|CAK55557.1|ARO:3002585|AAC(6')-31_[Pseudomonas_putida]_,aminoglycoside_antibiotic,AAC(6')-31,antibiotic_inactivation,AAC(6')
gb|WP_064190969.1|ARO:3002584|AAC(6')-29b_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-29b,antibiotic_inactivation,AAC(6')
gb|WP_064190968.1|ARO:3002583|AAC(6')-29a_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-29a,antibiotic_inactivation,AAC(6')
gb|AAN41403.1|ARO:3002582|AAC(6')-Ib11_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium]_,aminoglycoside_antibiotic,AAC(6')-Ib11,antibiotic_inactivation,AAC(6')
gb|AAC46343.1|ARO:3002581|AAC(6')-Ib10_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Ib10,antibiotic_inactivation,AAC(6')
gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Ib9,antibiotic_inactivation,AAC(6')
gb|AIK02012.1|ARO:3002579|AAC(6')-Ib8_[Enterobacter_cloacae]_,aminoglycoside_antibiotic,AAC(6')-Ib8,antibiotic_inactivation,AAC(6')
gb|AKN19287.1|ARO:3002578|AAC(6')-Ib7_[Salmonella_enterica_subsp._enterica_serovar_Corvallis]_,aminoglycoside_antibiotic,AAC(6')-Ib7,antibiotic_inactivation,AAC(6')
gb|AAL38577.1|ARO:3002577|AAC(6')-Ib4_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,AAC(6')-Ib4,antibiotic_inactivation,AAC(6')
gb|ACS44715.1|ARO:3002576|AAC(6')-Ib3_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,AAC(6')-Ib3,antibiotic_inactivation,AAC(6')
gb|ACI28880.1|ARO:3002575|AAC(6')-Iai_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Iai,antibiotic_inactivation,AAC(6')
gb|BAH66386.1|ARO:3002574|AAC(6')-Iaf_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Iaf,antibiotic_inactivation,AAC(6')
gb|BAD14386.1|ARO:3002573|AAC(6')-Iae_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(6')-Iae,antibiotic_inactivation,AAC(6')
gb|BAD12078.1|ARO:3002572|AAC(6')-Iad_[Acinetobacter_pittii]_,aminoglycoside_antibiotic,AAC(6')-Iad,antibiotic_inactivation,AAC(6')
gb|AAL20537.1|ARO:3002571|AAC(6')-Iaa_[Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2]_,aminoglycoside_antibiotic,AAC(6')-Iaa,antibiotic_inactivation,AAC(6')
gb|AAD52985.1|ARO:3002570|AAC(6')-Iz_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic,AAC(6')-Iz,antibiotic_inactivation,AAC(6')
gb|AAF03531.1|ARO:3002569|AAC(6')-Iy_[Salmonella_enterica_subsp._enterica_serovar_Enteritidis]_,aminoglycoside_antibiotic,AAC(6')-Iy,antibiotic_inactivation,AAC(6')
gb|AAD03496.1|ARO:3002568|AAC(6')-Ix_[Acinetobacter_sp._BM2722]_,aminoglycoside_antibiotic,AAC(6')-Ix,antibiotic_inactivation,AAC(6')
gb|AAD03495.1|ARO:3002567|AAC(6')-Iw_[Acinetobacter_sp._640]_,aminoglycoside_antibiotic,AAC(6')-Iw,antibiotic_inactivation,AAC(6')
gb|AAD03494.1|ARO:3002566|AAC(6')-Iv_[Acinetobacter_sp._631]_,aminoglycoside_antibiotic,AAC(6')-Iv,antibiotic_inactivation,AAC(6')
gb|AAD03493.1|ARO:3002565|AAC(6')-Iu_[Acinetobacter_dispersus]_,aminoglycoside_antibiotic,AAC(6')-Iu,antibiotic_inactivation,AAC(6')
gb|AAD03492.1|ARO:3002564|AAC(6')-It_[Acinetobacter_genomosp._16BJ]_,aminoglycoside_antibiotic,AAC(6')-It,antibiotic_inactivation,AAC(6')
gb|BAD10948.2|ARO:3002563|AAC(6')-Isa_[Streptomyces_albulus]_,aminoglycoside_antibiotic,AAC(6')-Isa,antibiotic_inactivation,AAC(6')
gb|AAD03491.1|ARO:3002562|AAC(6')-Is_[Acinetobacter_variabilis]_,aminoglycoside_antibiotic,AAC(6')-Is,antibiotic_inactivation,AAC(6')
gb|AAD03490.1|ARO:3002561|AAC(6')-Ir_[Acinetobacter_colistiniresistens]_,aminoglycoside_antibiotic,AAC(6')-Ir,antibiotic_inactivation,AAC(6')
gb|AAC25500.1|ARO:3002560|AAC(6')-Iq_[Klebsiella_pneumoniae]_,aminoglycoside_antibiotic,AAC(6')-Iq,antibiotic_inactivation,AAC(6')
gb|CAA91010.1|ARO:3002559|AAC(6')-Ip_[Citrobacter_freundii]_,aminoglycoside_antibiotic,AAC(6')-Ip,antibiotic_inactivation,AAC(6')
gb|AAA87229.1|ARO:3002558|AAC(6')-Ik_[Acinetobacter_sp._CIP-A165]_,aminoglycoside_antibiotic,AAC(6')-Ik,antibiotic_inactivation,AAC(6')
gb|AAC41392.1|ARO:3002557|AAC(6')-Ij_[Acinetobacter_genomosp._13]_,aminoglycoside_antibiotic,AAC(6')-Ij,antibiotic_inactivation,AAC(6')
gb|AAB63533.1|ARO:3002556|AAC(6')-Ii_[Enterococcus_faecium]_,aminoglycoside_antibiotic,AAC(6')-Ii,antibiotic_inactivation,AAC(6')
gb|AAC41391.1|ARO:3002555|AAC(6')-Ih_[Acinetobacter_baumannii]_,aminoglycoside_antibiotic,AAC(6')-Ih,antibiotic_inactivation,AAC(6')
gb|AAA21889.1|ARO:3002554|AAC(6')-Ig_[Acinetobacter_haemolyticus]_,aminoglycoside_antibiotic,AAC(6')-Ig,antibiotic_inactivation,AAC(6')
gb|CAA39038.1|ARO:3002553|AAC(6')-If_[Enterobacter_cloacae]_,aminoglycoside_antibiotic,AAC(6')-If,antibiotic_inactivation,AAC(6')
gb|AAA26549.1|ARO:3002549|AAC(6')-Ic_[Serratia_marcescens]_,aminoglycoside_antibiotic,AAC(6')-Ic,antibiotic_inactivation,AAC(6')
gb|WP_071846215.1|ARO:3002547|AAC(6')-Ib-cr_[Stenotrophomonas_maltophilia]_,aminoglycoside_antibiotic;fluoroquinolone_antibiotic,AAC(6')-Ib-cr,antibiotic_inactivation,AAC(6')-Ib-cr
gb|AFJ11384.1|ARO:3002546|AAC(6')-Ib_[Klebsiella_pneumoniae]_,aminoglycoside_antibiotic,AAC(6')-Ib,antibiotic_inactivation,AAC(6')
gb|AAA98298.1|ARO:3002545|AAC(6')-Ia_[Plasmid_R]_,aminoglycoside_antibiotic,AAC(6')-Ia,antibiotic_inactivation,AAC(6')
gb|BAA78619.1|ARO:3002544|AAC(3)-Xa_[Streptomyces_griseus]_,aminoglycoside_antibiotic,AAC(3)-Xa,antibiotic_inactivation,AAC(3)
gb|AAA25334.1|ARO:3002543|AAC(3)-IXa_[Micromonospora_chalcea]_,aminoglycoside_antibiotic,AAC(3)-IXa,antibiotic_inactivation,AAC(3)
gb|AAA26685.1|ARO:3002542|AAC(3)-VIIIa_[Streptomyces_fradiae]_,aminoglycoside_antibiotic,AAC(3)-VIIIa,antibiotic_inactivation,AAC(3)
gb|AAA88552.1|ARO:3002541|AAC(3)-VIIa_[Streptomyces_rimosus]_,aminoglycoside_antibiotic,AAC(3)-VIIa,antibiotic_inactivation,AAC(3)
gb|AAA16194.1|ARO:3002540|AAC(3)-VIa_[Enterobacter_cloacae]_,aminoglycoside_antibiotic,AAC(3)-VIa,antibiotic_inactivation,AAC(3)
gb|ABB43029.1|ARO:3002539|AAC(3)-IV_[Escherichia_coli]_,aminoglycoside_antibiotic,AAC(3)-IV,antibiotic_inactivation,AAC(3)
gb|AAA25683.1|ARO:3002538|AAC(3)-IIIc_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-IIIc,antibiotic_inactivation,AAC(3)
gb|KSC15183.1|ARO:3002537|AAC(3)-IIIb_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-IIIb,antibiotic_inactivation,AAC(3)
gb|CAA39184.1|ARO:3002536|AAC(3)-IIIa_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-IIIa,antibiotic_inactivation,AAC(3)
gb|CAA38525.1|ARO:3002535|AAC(3)-IIc_[Escherichia_coli]_,aminoglycoside_antibiotic,AAC(3)-IIc,antibiotic_inactivation,AAC(3)
gb|AAA26548.1|ARO:3002534|AAC(3)-IIb_[Serratia_marcescens]_,aminoglycoside_antibiotic,AAC(3)-IIb,antibiotic_inactivation,AAC(3)
gb|CAA31895.1|ARO:3002533|AAC(3)-IIa_[Plasmid_pWP113a]_,aminoglycoside_antibiotic,AAC(3)-IIa,antibiotic_inactivation,AAC(3)
gb|CAD53575.1|ARO:3002531|AAC(3)-Ic_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-Ic,antibiotic_inactivation,AAC(3)
gb|AAA88422.1|ARO:3002530|AAC(3)-Ib_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-Ib,antibiotic_inactivation,AAC(3)
gb|AAR21614.1|ARO:3002529|AAC(3)-Id_[Salmonella_enterica_subsp._enterica_serovar_Newport]_,aminoglycoside_antibiotic,AAC(3)-Id,antibiotic_inactivation,AAC(3)
gb|AAG15269.1|ARO:3002528|AAC(3)-Ia_[Pseudomonas_aeruginosa]_,aminoglycoside_antibiotic,AAC(3)-Ia,antibiotic_inactivation,AAC(3)
gb|CAC32082.1|ARO:3002527|AAC(2')-Ie_[Mycobacterium_leprae]_,aminoglycoside_antibiotic,AAC(2')-Ie,antibiotic_inactivation,AAC(2')
gb|AAB41701.1|ARO:3002526|AAC(2')-Id_[Mycolicibacterium_smegmatis_MC2_155]_,aminoglycoside_antibiotic,AAC(2')-Id,antibiotic_inactivation,AAC(2')
gb|CCP42991.1|ARO:3002525|AAC(2')-Ic_[Mycobacterium_tuberculosis_H37Rv]_,aminoglycoside_antibiotic,AAC(2')-Ic,antibiotic_inactivation,AAC(2')
gb|AAC44793.1|ARO:3002524|AAC(2')-Ib_[Mycolicibacterium_fortuitum]_,aminoglycoside_antibiotic,AAC(2')-Ib,antibiotic_inactivation,AAC(2')
gb|AAA03550.1|ARO:3002523|AAC(2')-Ia_[Providencia_stuartii]_,aminoglycoside_antibiotic,AAC(2')-Ia,antibiotic_inactivation,AAC(2')
gb|AAF67494.2|ARO:3002522|novA_[Streptomyces_niveus]_,aminocoumarin_antibiotic,novA,antibiotic_efflux,ATP-binding_cassette_(ABC)_antibiotic_efflux_pump
gb|ABF50909.1|ARO:3002521|OCH-8_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-8,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17627.1|ARO:3002520|OCH-7_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-7,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17626.1|ARO:3002519|OCH-6_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-6,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17625.1|ARO:3002518|OCH-5_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-5,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17624.1|ARO:3002517|OCH-4_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-4,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17623.1|ARO:3002516|OCH-3_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-3,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC17622.1|ARO:3002515|OCH-2_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-2,antibiotic_inactivation,OCH_beta-lactamase
gb|CAC04522.1|ARO:3002514|OCH-1_[Ochrobactrum_anthropi]_,cephalosporin;cephamycin;monobactam;penam;penem,OCH-1,antibiotic_inactivation,OCH_beta-lactamase
gb|ACH59005.1|ARO:3002513|LRA-19_[uncultured_bacterium_BLR19]_,cephalosporin;penam,LRA-19,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58994.1|ARO:3002512|LRA-17_[uncultured_bacterium_BLR17]_,cephalosporin;penam,LRA-17,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58990.1|ARO:3002511|LRA-12_[uncultured_bacterium_BLR12]_,cephalosporin;penam,LRA-12,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58987.1|ARO:3002510|LRA-3_[uncultured_bacterium_BLR3]_,cephalosporin;penam,LRA-3,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACQ82815.1|ARO:3002509|PDC-10_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-10,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82814.1|ARO:3002508|PDC-9_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-9,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82813.1|ARO:3002507|PDC-8_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-8,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82812.1|ARO:3002506|PDC-7_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-7,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82811.1|ARO:3002505|PDC-6_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-6,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82810.1|ARO:3002502|PDC-5_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-5,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82809.1|ARO:3002501|PDC-4_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-4,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82808.1|ARO:3002500|PDC-3_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-3,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82806.1|ARO:3002498|PDC-2_[Pseudomonas_aeruginosa]_,carbapenem;cephalosporin;monobactam,PDC-2,antibiotic_inactivation,PDC_beta-lactamase
gb|ACQ82807.1|ARO:3002497|PDC-1_[Pseudomonas_aeruginosa_PAO1]_,carbapenem;cephalosporin;monobactam,PDC-1,antibiotic_inactivation,PDC_beta-lactamase
gb|AIN56719.1|ARO:3002496|OXA-418_[Acinetobacter_bereziniae]_,carbapenem;cephalosporin;penam,OXA-418,antibiotic_inactivation,OXA_beta-lactamase
gb|ACI29347.1|ARO:3002495|CTX-M-85_[Salmonella_enterica_subsp._enterica_serovar_Albany]_,cephalosporin,CTX-M-85,antibiotic_inactivation,CTX-M_beta-lactamase
gb|AAS07017.3|ARO:3002494|SRT-2_[Serratia_marcescens]_,cephalosporin,SRT-2,antibiotic_inactivation,SRT_beta-lactamase
gb|BAA23130.1|ARO:3002493|SRT-1_[Serratia_marcescens]_,cephalosporin,SRT-1,antibiotic_inactivation,SRT_beta-lactamase
gb|ACH58997.1|ARO:3002492|LRA-18_[uncultured_bacterium_BLR18]_,cephalosporin;penam,LRA-18,antibiotic_inactivation,class_C_LRA_beta-lactamase
gb|ACH58999.1|ARO:3002489|LRA-10_[uncultured_bacterium_BLR10]_,cephalosporin;penam,LRA-10,antibiotic_inactivation,class_C_LRA_beta-lactamase
gb|ACH58989.1|ARO:3002488|LRA-9_[uncultured_bacterium_BLR9]_,cephalosporin;penam,LRA-9,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58988.1|ARO:3002487|LRA-8_[uncultured_bacterium_BLR8]_,cephalosporin;penam,LRA-8,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58998.1|ARO:3002486|LRA-7_[uncultured_bacterium_BLR7]_,cephalosporin;penam,LRA-7,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
gb|ACH58985.1|ARO:3002485|LRA-2_[uncultured_bacterium_BLR2]_,cephalosporin;penam,LRA-2,antibiotic_inactivation,subclass_B3_LRA_beta-lactamase
