header	amino_acid_length	nucleotide_length
X2L725|FEATURES|UNIPROT_deepARG|beta_lactam|cmy-84|antibiotic_inactivation|1	369	1107
A0A127SZ40|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
D7N879|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	287	861
F1DI13|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM|antibiotic_inactivation|1	143	429
A0A0L8C2V5|FEATURES|UNIPROT_deepARG|aminoglycoside|AC244_07670|antibiotic_inactivation|0	154	462
A0A0F5PBI1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
M4S5U4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
A0A0A8I9A8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	643	1929
A0A0T9UUD0|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	272	816
A0A0S2DPV9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
U5DDY1|FEATURES|UNIPROT_deepARG|beta_lactam|KR51_00036950|antibiotic_inactivation|1	298	894
R4S362|FEATURES|UNIPROT_deepARG|beta_lactam|SHV-33|antibiotic_inactivation|1	286	858
CAR60300|FEATURES|ARDB_deepARG|multidrug|acrB|antibiotic_efflux|0	1049	3147
B0NFD9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A127T095|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
A0A0Q6PWC5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
A0A0B2B595|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	689	2067
A0A0S3MWL6|FEATURES|UNIPROT_deepARG|multidrug|mdtG|antibiotic_efflux|0	408	1224
A0A101HH54|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
F0EZV1|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	695	2085
E7T2Q7|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	322	966
YP_932216|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	274	822
A0A0U3I8B3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
M8AWN8|FEATURES|UNIPROT_deepARG|aminoglycoside|H009_22258|antibiotic_inactivation|0	152	456
A0A098FZT5|FEATURES|UNIPROT_deepARG|chloramphenicol|catQ|antibiotic_inactivation|1	223	669
A0A068R1Q2|FEATURES|UNIPROT_deepARG|polymyxin|pbgP|antibiotic_target_alteration|0	325	975
A0A127SDB4|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-10|antibiotic_inactivation|1	272	816
A0A0M4FC59|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-458|antibiotic_inactivation|1	275	825
CAR59503|FEATURES|ARDB_deepARG|multidrug|MdtK|antibiotic_efflux|0	457	1371
A0A068QV88|FEATURES|UNIPROT_deepARG|chloramphenicol|cat|antibiotic_inactivation|1	213	639
F6B6X8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
A0A0D7K978|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0J0YU28|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	645	1935
YP_348488|FEATURES|ARDB_deepARG|multidrug|MexD|antibiotic_efflux|0	1043	3129
F3DZU0|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
A0A127ST56|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	388	1164
A0A0R3BEX0|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	663	1989
A0A0A0Q800|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-23|antibiotic_inactivation|1	381	1143
A0A0U9HGM7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
I6ZM14|FEATURES|UNIPROT_deepARG|beta_lactam|CTX-M|antibiotic_inactivation|1	274	822
W0HQX6|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
ZP_03412557|FEATURES|ARDB_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	273	819
D2AUZ0|FEATURES|UNIPROT_deepARG|aminoglycoside|Sros_3941|antibiotic_inactivation|1	273	819
NP_840140|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	273	819
A0A0S1RSJ9|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA|antibiotic_inactivation|1	170	510
A0A0A6QHA5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
N8QLU1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
H5SEZ2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
C9Y4A5|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	412	1236
A0A0U0X1M3|FEATURES|UNIPROT_deepARG|beta_lactam|MAB_2875|antibiotic_inactivation|1	289	867
A0A133LLA9|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
R5YBG2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
C5TL54|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0A2YAK9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
A0A086W640|FEATURES|UNIPROT_deepARG|aminoglycoside|JN27_22530|antibiotic_inactivation|0	148	444
BAG79306|FEATURES|ARDB_deepARG|multidrug|mdtE|antibiotic_efflux|0	385	1155
YP_001746870|FEATURES|ARDB_deepARG|sulfonamide|sul1|antibiotic_target_replacement|1	279	837
A0A0C1WI12|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	388	1164
A0A059IG62|FEATURES|UNIPROT_deepARG|beta_lactam|T296_06680|antibiotic_inactivation|1	384	1152
F1ZCC6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
ZP_04557016|FEATURES|ARDB_deepARG|tetracycline|tetQ|antibiotic_target_protection|1	657	1971
A0A132GEH2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	380	1140
A0A0C6EXR3|FEATURES|UNIPROT_deepARG|aminoglycoside|ant1|antibiotic_inactivation|1	260	780
A0A0F4BNW3|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
A0A0G3SBL4|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXY|antibiotic_inactivation|1	290	870
YP_001453825|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
ZP_02848503|FEATURES|ARDB_deepARG|glycopeptide|VanRB|antibiotic_target_alteration|0	221	663
A0A0H0SHB8|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1	343	1029
A0A0P0QK30|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	378	1134
Q5SLX1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	261	783
X6EWM3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
J2YH51|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	391	1173
A0A0A0Q7Y0|FEATURES|UNIPROT_deepARG|beta_lactam|PDC-5|antibiotic_inactivation|1	397	1191
A0A0T9UJU3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB_6|antibiotic_efflux|0	649	1947
T5KSP4|FEATURES|UNIPROT_deepARG|aminoglycoside|L681_07815|antibiotic_inactivation|1	267	801
B9AYU4|FEATURES|UNIPROT_deepARG|beta_lactam|BURMUCGD1_3867|antibiotic_inactivation|1	302	906
S3V2K4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	278	834
V6T664|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0C7G6B4|FEATURES|UNIPROT_deepARG|bacitracin|bacA1|antibiotic_target_alteration|0	270	810
A0A077NHD0|FEATURES|UNIPROT_deepARG|beta_lactam|XBP1_2830046|antibiotic_inactivation|1	296	888
B9CL36|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	324	972
A0A0M4NJD6|FEATURES|UNIPROT_deepARG|beta_lactam|blaGES|antibiotic_inactivation|1	287	861
A0A0P9E468|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1	343	1029
E1P2H0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0J5Q073|FEATURES|UNIPROT_deepARG|beta_lactam|ABW06_06170|antibiotic_inactivation|1	377	1131
A0A0A3EUX4|FEATURES|UNIPROT_deepARG|beta_lactam|OA39_00246|antibiotic_inactivation|1	283	849
A0A0A0Q9J9|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-18|antibiotic_inactivation|1	381	1143
Q6QV00|FEATURES|UNIPROT_deepARG|aminoglycoside|strA|antibiotic_inactivation|1	267	801
A0A081Y4G1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A150DXL6|FEATURES|UNIPROT_deepARG|beta_lactam|AT270_14340|antibiotic_inactivation|1	257	771
ZP_04216757|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	264	792
A0A117UZ58|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	270	810
A0A081S062|FEATURES|UNIPROT_deepARG|aminoglycoside|MEG1DRAFT_00859|antibiotic_inactivation|0	164	492
R5IVR1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
YP_981592|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	277	831
L8PUR1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
ZP_04620400|FEATURES|ARDB_deepARG|multidrug|AcrB|antibiotic_efflux|0	1050	3150
A0A0F4XGC3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
D4JFD6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0A0EQ25|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	265	795
N9FBW9|FEATURES|UNIPROT_deepARG|beta_lactam|F927_00802|antibiotic_inactivation|1	275	825
BAA31456|FEATURES|ARDB_deepARG|multidrug|norM|antibiotic_efflux|0	456	1368
YP_002750791|FEATURES|ARDB_deepARG|beta_lactam|BcII|antibiotic_inactivation|1	257	771
A0A0Q5FI89|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A0A0Q8R2|FEATURES|UNIPROT_deepARG|beta_lactam|ACT-12|antibiotic_inactivation|1	381	1143
A0A0E1APA3|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	662	1986
A0A0E3KEI5|FEATURES|UNIPROT_deepARG|beta_lactam|VO64_0581|antibiotic_inactivation|1	380	1140
Q2FC70|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|1	182	546
F5LGC0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	297	891
ZP_03222019|FEATURES|ARDB_deepARG|multidrug|AcrB|antibiotic_efflux|0	1037	3111
A7HS58|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
R5PBP2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A127T2S0|FEATURES|UNIPROT_deepARG|beta_lactam|BL1_ec|antibiotic_inactivation|1	376	1128
D3V1W5|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	325	975
A0A029HTN1|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
R6B270|FEATURES|UNIPROT_deepARG|beta_lactam|BN477_01630|antibiotic_inactivation|1	300	900
ABM94007|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	285	855
B7NG89|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
A0A0G3QEC2|FEATURES|UNIPROT_deepARG|chloramphenicol|AB182_14595|antibiotic_inactivation|1	225	675
A0A0E3B2L9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	280	840
YP_001457641|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
U5NJ86|FEATURES|UNIPROT_deepARG|beta_lactam|OXA-119|antibiotic_inactivation|1	266	798
Q93FX9|FEATURES|UNIPROT_deepARG|aminoglycoside|APH(3'')-Ib|antibiotic_inactivation|1	267	801
A0A0C2UUN2|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
S9T062|FEATURES|UNIPROT_deepARG|multidrug|cfr|antibiotic_target_alteration|1	348	1044
A0A013T930|FEATURES|UNIPROT_deepARG|beta_lactam|blaCMY-10|antibiotic_inactivation|1	383	1149
Q38VP0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
J2N115|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	668	2004
V7IDW6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0L6TZX8|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0X6ZXA6|FEATURES|UNIPROT_deepARG|aminoglycoside|L904_09415|antibiotic_inactivation|0	152	456
F0PPC1|FEATURES|UNIPROT_deepARG|chloramphenicol|YBT020_12220|antibiotic_inactivation|1	216	648
A0A090FHQ6|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	268	804
A0A0M0FUC4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0J7EFX0|FEATURES|UNIPROT_deepARG|beta_lactam|TU65_26010|antibiotic_inactivation|1	311	933
A0A059WI70|FEATURES|UNIPROT_deepARG|aminoglycoside|aadA2|antibiotic_inactivation|1	259	777
ZP_03302371|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|mefA|antibiotic_efflux|1	405	1215
A0A0G3GNV0|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	382	1146
AAN73274|FEATURES|ARDB_deepARG|beta_lactam|CTX-M-8|antibiotic_inactivation|1	291	873
C8C179|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-206|antibiotic_inactivation|1	221	663
AAP43530|FEATURES|ARDB_deepARG|multidrug|MdtM|antibiotic_efflux|0	410	1230
ACD88490|FEATURES|ARDB_deepARG|macrolide-lincosamide-streptogramin|mefA|antibiotic_efflux|1	405	1215
A0A088NML9|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	655	1965
ABO60985|FEATURES|ARDB_deepARG|beta_lactam|BL3_l|antibiotic_inactivation|1	289	867
ZP_04060517|FEATURES|ARDB_deepARG|multidrug|NorA|antibiotic_efflux|0	387	1161
EAS48788|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	296	888
A0A0G3XEA3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	269	807
W0BJB7|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
YP_791281|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	277	831
W3YHT3|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
A0A0G2NKP7|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|ybjZ|antibiotic_efflux|0	648	1944
A0A085I084|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	661	1983
R5L9U7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	282	846
A0A0T9TEX9|FEATURES|UNIPROT_deepARG|beta_lactam|blaA|antibiotic_inactivation|1	298	894
A0A100HRB2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	293	879
A0A010YU80|FEATURES|UNIPROT_deepARG|chloramphenicol|K413DRAFT_0385|antibiotic_inactivation|1	217	651
A0A0C7CW29|FEATURES|UNIPROT_deepARG|aminoglycoside|neo_2|antibiotic_inactivation|1	268	804
D7PIM2|FEATURES|UNIPROT_deepARG|beta_lactam|blaRAHN-2|antibiotic_inactivation|1	218	654
A0A0S2SBK4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	257	771
A0A071M3A1|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	389	1167
A0A0X8JU25|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
K4EJN1|FEATURES|UNIPROT_deepARG|beta_lactam|blaPER-1|antibiotic_inactivation|1	308	924
F7QH36|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
Q8VUL3|FEATURES|UNIPROT_deepARG|beta_lactam|blaZ|antibiotic_inactivation|0	134	402
C6SKZ0|FEATURES|UNIPROT_deepARG|bacitracin|bacA|antibiotic_target_alteration|0	273	819
U2KFU9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	286	858
AAS16362|FEATURES|ARDB_deepARG|multidrug|floR|antibiotic_efflux|1	404	1212
A0A0G4QB59|FEATURES|UNIPROT_deepARG|beta_lactam|blaB|antibiotic_inactivation|1	298	894
YP_550152|FEATURES|ARDB_deepARG|bacitracin|BacA|antibiotic_target_alteration|0	277	831
Q9WVU6|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
S9T1C0|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
A0A0D0Q3A9|FEATURES|UNIPROT_deepARG|beta_lactam|RW26_04865|antibiotic_inactivation|1	253	759
A0A0M4FFL9|FEATURES|UNIPROT_deepARG|beta_lactam|CTX-M15|antibiotic_inactivation|1	169	507
A0A0B2WHJ2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A0N1B3F5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
ZP_00155442|FEATURES|ARDB_deepARG|beta_lactam|pbp1a|antibiotic_target_alteration|0	864	2592
A0A0B5BMY0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	640	1920
A0A0A8GSR8|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	643	1929
A0A0F4XXR5|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	382	1146
A0A0F0DE40|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
R8DWT6|FEATURES|UNIPROT_deepARG|beta_lactam|ICC_02134|antibiotic_inactivation|1	257	771
A0A0W0LKG0|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A0N1BZ73|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	271	813
A0A068QRQ0|FEATURES|UNIPROT_deepARG|polymyxin|pbgP|antibiotic_target_alteration|0	326	978
A0A0U4G4S9|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A0X8GSZ0|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	650	1950
ABQ41442|FEATURES|ARDB_deepARG|multidrug|floR|antibiotic_efflux|1	404	1212
R8N2F7|FEATURES|UNIPROT_deepARG|beta_lactam|IK1_01687|antibiotic_inactivation|1	348	1044
A0A0V7Y5N7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	277	831
A0A0Q4UAY2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	281	843
A0A062BVQ4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
W0Q7Z2|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
Q9WWZ9|FEATURES|UNIPROT_deepARG|multidrug|ttgA|antibiotic_efflux|0	384	1152
YP_001350571|FEATURES|ARDB_deepARG|multidrug|mexD|antibiotic_efflux|0	1043	3129
YP_454364|FEATURES|ARDB_deepARG|multidrug|AcrB|antibiotic_efflux|0	1054	3162
R6GVH5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A0C2XXI4|FEATURES|UNIPROT_deepARG|fosfomycin|fosB|antibiotic_inactivation|0	140	420
CAB75601.1|FEATURES|CARD_deepARG|chloramphenicol|catIII|antibiotic_inactivation|1	213	639
A0A090UYV5|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	272	816
A0A095ZB37|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
D2U3U7|FEATURES|UNIPROT_deepARG|aminoglycoside|ARN_33380|antibiotic_inactivation|0	148	444
A0A073HBJ2|FEATURES|UNIPROT_deepARG|beta_lactam|ampC|antibiotic_inactivation|1	377	1131
A0A0G3FCZ3|FEATURES|UNIPROT_deepARG|beta_lactam|blaB-15|antibiotic_inactivation|1	249	747
R7C049|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0A127SBW3|FEATURES|UNIPROT_deepARG|beta_lactam|ADC-2|antibiotic_inactivation|1	388	1164
A0A0J6Q8U7|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
K7Q9V7|FEATURES|UNIPROT_deepARG|beta_lactam|cphA|antibiotic_inactivation|1	192	576
A0A0U1XXY9|FEATURES|UNIPROT_deepARG|beta_lactam|blaOXA-48-like|antibiotic_inactivation|1	215	645
A0A0F6G7L9|FEATURES|UNIPROT_deepARG|aminoglycoside|BG16_4198|antibiotic_inactivation|0	157	471
A0A086C1G9|FEATURES|UNIPROT_deepARG|polymyxin|G039_0306900|antibiotic_target_alteration|0	649	1947
A0A009YWT3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	274	822
A0A0C6ERQ2|FEATURES|UNIPROT_deepARG|aminoglycoside|AO964_14910|antibiotic_inactivation|1	268	804
A0A0W1QFF4|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
V3PWC5|FEATURES|UNIPROT_deepARG|chloramphenicol|L370_02247|antibiotic_inactivation|1	225	675
A0A0L6XS43|FEATURES|UNIPROT_deepARG|aminoglycoside|AKG99_27275|antibiotic_inactivation|1	271	813
A0A0D7FL84|FEATURES|UNIPROT_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	659	1977
A0A0P7L3E1|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	646	1938
A0A099TU97|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	257	771
A0A0A8JH86|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	275	825
A0A0K0SYN2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	267	801
E7GCM1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	284	852
D0WA73|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	644	1932
A0A060KT87|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	291	873
A0A117JCY0|FEATURES|UNIPROT_deepARG|beta_lactam|AU186_01365|antibiotic_inactivation|1	297	891
R9B454|FEATURES|UNIPROT_deepARG|aminoglycoside|F896_01059|antibiotic_inactivation|1	146	438
A0A0H1RD98|FEATURES|UNIPROT_deepARG|aminoglycoside|AA309_10385|antibiotic_inactivation|0	150	450
A0A076V860|FEATURES|UNIPROT_deepARG|beta_lactam|blaCTX-M|antibiotic_inactivation|1	174	522
G3ESI3|FEATURES|UNIPROT_deepARG|beta_lactam|blaTEM|antibiotic_inactivation|1	263	789
A0A0K1ETE2|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|vgb|antibiotic_inactivation|0	295	885
C4I9L7|FEATURES|UNIPROT_deepARG|beta_lactam|GBP346_B2158|antibiotic_inactivation|1	473	1419
B2ZTR6|FEATURES|UNIPROT_deepARG|beta_lactam|ADC-2|antibiotic_inactivation|1	359	1077
A0A0N1JGN6|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
A0QVQ7|FEATURES|UNIPROT_deepARG|beta_lactam|MSMEG_2658|antibiotic_inactivation|1	293	879
Q8KT50|FEATURES|UNIPROT_deepARG|beta_lactam|cfxa2|antibiotic_inactivation|1	321	963
A0A0D0Q6S2|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	273	819
A0A0B2WH64|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	327	981
Q02652|FEATURES|ARDB_deepARG|tetracycline|tet|antibiotic_target_protection|1	639	1917
A0A029PJ98|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	322	966
A0A0A2TLI7|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	268	804
E3G224|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	647	1941
A0A0S4SXD1|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	258	774
A0A142ISB3|FEATURES|UNIPROT_deepARG|bacitracin|uppP|antibiotic_target_alteration|0	276	828
E7SJB1|FEATURES|UNIPROT_deepARG|macrolide-lincosamide-streptogramin|macB|antibiotic_efflux|0	648	1944
YP_001571083|FEATURES|ARDB_deepARG|multidrug|MdfA|antibiotic_efflux|0	410	1230
A0A127SFT5|FEATURES|UNIPROT_deepARG|beta_lactam|TEM-116|antibiotic_inactivation|1	212	636
ABG70292|FEATURES|ARDB_deepARG|polymyxin|arnA|antibiotic_target_alteration|0	660	1980
A0A068EQ40|FEATURES|UNIPROT_deepARG|beta_lactam|CMY-115|antibiotic_inactivation|1	382	1146
A0A0D1KPL2|FEATURES|UNIPROT_deepARG|polymyxin|arnC|antibiotic_target_alteration|0	326	978
